File,aid,Date,0,8,16,32,40,48,65,73,81,97,105,113,157
ET_QC_500m_2006177_aid0003,aid0003,2006-06-26 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006185_aid0003,aid0003,2006-07-04 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2006193_aid0003,aid0003,2006-07-12 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006201_aid0003,aid0003,2006-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006209_aid0003,aid0003,2006-07-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006217_aid0003,aid0003,2006-08-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006225_aid0003,aid0003,2006-08-13 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2006233_aid0003,aid0003,2006-08-21 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2006241_aid0003,aid0003,2006-08-29 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2006249_aid0003,aid0003,2006-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006257_aid0003,aid0003,2006-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006265_aid0003,aid0003,2006-09-22 00:00:00+00:00,,,,,,1.0,,,,,,,
ET_QC_500m_2006273_aid0003,aid0003,2006-09-30 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2006281_aid0003,aid0003,2006-10-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006289_aid0003,aid0003,2006-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006297_aid0003,aid0003,2006-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006305_aid0003,aid0003,2006-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006313_aid0003,aid0003,2006-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006321_aid0003,aid0003,2006-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006329_aid0003,aid0003,2006-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006337_aid0003,aid0003,2006-12-03 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006345_aid0003,aid0003,2006-12-11 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2006353_aid0003,aid0003,2006-12-19 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2006361_aid0003,aid0003,2006-12-27 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007001_aid0003,aid0003,2007-01-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007009_aid0003,aid0003,2007-01-09 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2007017_aid0003,aid0003,2007-01-17 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2007025_aid0003,aid0003,2007-01-25 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2007033_aid0003,aid0003,2007-02-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2007041_aid0003,aid0003,2007-02-10 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2007049_aid0003,aid0003,2007-02-18 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2007057_aid0003,aid0003,2007-02-26 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2007065_aid0003,aid0003,2007-03-06 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2007073_aid0003,aid0003,2007-03-14 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2007081_aid0003,aid0003,2007-03-22 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2007089_aid0003,aid0003,2007-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007097_aid0003,aid0003,2007-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007105_aid0003,aid0003,2007-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007113_aid0003,aid0003,2007-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007121_aid0003,aid0003,2007-05-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007129_aid0003,aid0003,2007-05-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007137_aid0003,aid0003,2007-05-17 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007145_aid0003,aid0003,2007-05-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007153_aid0003,aid0003,2007-06-02 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2007161_aid0003,aid0003,2007-06-10 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2007169_aid0003,aid0003,2007-06-18 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007177_aid0003,aid0003,2007-06-26 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2007185_aid0003,aid0003,2007-07-04 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2007193_aid0003,aid0003,2007-07-12 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007201_aid0003,aid0003,2007-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007209_aid0003,aid0003,2007-07-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007217_aid0003,aid0003,2007-08-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007225_aid0003,aid0003,2007-08-13 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007233_aid0003,aid0003,2007-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007241_aid0003,aid0003,2007-08-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007249_aid0003,aid0003,2007-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007257_aid0003,aid0003,2007-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007265_aid0003,aid0003,2007-09-22 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2007273_aid0003,aid0003,2007-09-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007281_aid0003,aid0003,2007-10-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007289_aid0003,aid0003,2007-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007297_aid0003,aid0003,2007-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007305_aid0003,aid0003,2007-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007313_aid0003,aid0003,2007-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007321_aid0003,aid0003,2007-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007329_aid0003,aid0003,2007-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2007337_aid0003,aid0003,2007-12-03 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2007345_aid0003,aid0003,2007-12-11 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2007353_aid0003,aid0003,2007-12-19 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2007361_aid0003,aid0003,2007-12-27 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2008001_aid0003,aid0003,2008-01-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008009_aid0003,aid0003,2008-01-09 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2008017_aid0003,aid0003,2008-01-17 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2008025_aid0003,aid0003,2008-01-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008033_aid0003,aid0003,2008-02-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2008041_aid0003,aid0003,2008-02-10 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008049_aid0003,aid0003,2008-02-18 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2008057_aid0003,aid0003,2008-02-26 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2008065_aid0003,aid0003,2008-03-05 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008073_aid0003,aid0003,2008-03-13 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008081_aid0003,aid0003,2008-03-21 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008089_aid0003,aid0003,2008-03-29 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008097_aid0003,aid0003,2008-04-06 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008105_aid0003,aid0003,2008-04-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008113_aid0003,aid0003,2008-04-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008121_aid0003,aid0003,2008-04-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008129_aid0003,aid0003,2008-05-08 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2008137_aid0003,aid0003,2008-05-16 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008145_aid0003,aid0003,2008-05-24 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008153_aid0003,aid0003,2008-06-01 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2008161_aid0003,aid0003,2008-06-09 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008169_aid0003,aid0003,2008-06-17 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2008177_aid0003,aid0003,2008-06-25 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2008185_aid0003,aid0003,2008-07-03 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008193_aid0003,aid0003,2008-07-11 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008201_aid0003,aid0003,2008-07-19 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008209_aid0003,aid0003,2008-07-27 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008217_aid0003,aid0003,2008-08-04 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2008225_aid0003,aid0003,2008-08-12 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2008233_aid0003,aid0003,2008-08-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008241_aid0003,aid0003,2008-08-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008249_aid0003,aid0003,2008-09-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008257_aid0003,aid0003,2008-09-13 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008265_aid0003,aid0003,2008-09-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008273_aid0003,aid0003,2008-09-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2008281_aid0003,aid0003,2008-10-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008289_aid0003,aid0003,2008-10-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008297_aid0003,aid0003,2008-10-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008305_aid0003,aid0003,2008-10-31 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008313_aid0003,aid0003,2008-11-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008321_aid0003,aid0003,2008-11-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008329_aid0003,aid0003,2008-11-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008337_aid0003,aid0003,2008-12-02 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008345_aid0003,aid0003,2008-12-10 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2008353_aid0003,aid0003,2008-12-18 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2008361_aid0003,aid0003,2008-12-26 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2009001_aid0003,aid0003,2009-01-01 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2009009_aid0003,aid0003,2009-01-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2009017_aid0003,aid0003,2009-01-17 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2009025_aid0003,aid0003,2009-01-25 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2009033_aid0003,aid0003,2009-02-02 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2009041_aid0003,aid0003,2009-02-10 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2009049_aid0003,aid0003,2009-02-18 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009057_aid0003,aid0003,2009-02-26 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009065_aid0003,aid0003,2009-03-06 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2009073_aid0003,aid0003,2009-03-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009081_aid0003,aid0003,2009-03-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009089_aid0003,aid0003,2009-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009097_aid0003,aid0003,2009-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009105_aid0003,aid0003,2009-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009113_aid0003,aid0003,2009-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009121_aid0003,aid0003,2009-05-01 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2009129_aid0003,aid0003,2009-05-09 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009137_aid0003,aid0003,2009-05-17 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009145_aid0003,aid0003,2009-05-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009153_aid0003,aid0003,2009-06-02 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2009161_aid0003,aid0003,2009-06-10 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009169_aid0003,aid0003,2009-06-18 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2009177_aid0003,aid0003,2009-06-26 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2009185_aid0003,aid0003,2009-07-04 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009193_aid0003,aid0003,2009-07-12 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009201_aid0003,aid0003,2009-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009209_aid0003,aid0003,2009-07-28 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009217_aid0003,aid0003,2009-08-05 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009225_aid0003,aid0003,2009-08-13 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009233_aid0003,aid0003,2009-08-21 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2009241_aid0003,aid0003,2009-08-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009249_aid0003,aid0003,2009-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009257_aid0003,aid0003,2009-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009265_aid0003,aid0003,2009-09-22 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2009273_aid0003,aid0003,2009-09-30 00:00:00+00:00,,,,,,1.0,,,,,,,
ET_QC_500m_2009281_aid0003,aid0003,2009-10-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009289_aid0003,aid0003,2009-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009297_aid0003,aid0003,2009-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009305_aid0003,aid0003,2009-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009313_aid0003,aid0003,2009-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009321_aid0003,aid0003,2009-11-17 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2009329_aid0003,aid0003,2009-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009337_aid0003,aid0003,2009-12-03 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009345_aid0003,aid0003,2009-12-11 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2009353_aid0003,aid0003,2009-12-19 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2009361_aid0003,aid0003,2009-12-27 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2010001_aid0003,aid0003,2010-01-01 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2010009_aid0003,aid0003,2010-01-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010017_aid0003,aid0003,2010-01-17 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2010025_aid0003,aid0003,2010-01-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010033_aid0003,aid0003,2010-02-02 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2010041_aid0003,aid0003,2010-02-10 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2010049_aid0003,aid0003,2010-02-18 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2010057_aid0003,aid0003,2010-02-26 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010065_aid0003,aid0003,2010-03-06 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010073_aid0003,aid0003,2010-03-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010081_aid0003,aid0003,2010-03-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010089_aid0003,aid0003,2010-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010097_aid0003,aid0003,2010-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010105_aid0003,aid0003,2010-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010113_aid0003,aid0003,2010-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010121_aid0003,aid0003,2010-05-01 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010129_aid0003,aid0003,2010-05-09 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010137_aid0003,aid0003,2010-05-17 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2010145_aid0003,aid0003,2010-05-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010153_aid0003,aid0003,2010-06-02 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010161_aid0003,aid0003,2010-06-10 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2010169_aid0003,aid0003,2010-06-18 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2010177_aid0003,aid0003,2010-06-26 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010185_aid0003,aid0003,2010-07-04 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2010193_aid0003,aid0003,2010-07-12 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010201_aid0003,aid0003,2010-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010209_aid0003,aid0003,2010-07-28 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2010217_aid0003,aid0003,2010-08-05 00:00:00+00:00,,,,,1.0,,,,,,,,
ET_QC_500m_2010225_aid0003,aid0003,2010-08-13 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010233_aid0003,aid0003,2010-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010241_aid0003,aid0003,2010-08-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010249_aid0003,aid0003,2010-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010257_aid0003,aid0003,2010-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010265_aid0003,aid0003,2010-09-22 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2010273_aid0003,aid0003,2010-09-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010281_aid0003,aid0003,2010-10-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010289_aid0003,aid0003,2010-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010297_aid0003,aid0003,2010-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010305_aid0003,aid0003,2010-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010313_aid0003,aid0003,2010-11-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010321_aid0003,aid0003,2010-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010329_aid0003,aid0003,2010-11-25 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010337_aid0003,aid0003,2010-12-03 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010345_aid0003,aid0003,2010-12-11 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2010353_aid0003,aid0003,2010-12-19 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2010361_aid0003,aid0003,2010-12-27 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2011001_aid0003,aid0003,2011-01-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011009_aid0003,aid0003,2011-01-09 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2011017_aid0003,aid0003,2011-01-17 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2011025_aid0003,aid0003,2011-01-25 00:00:00+00:00,,1.0,,,,,,,,,,,
ET_QC_500m_2011033_aid0003,aid0003,2011-02-02 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2011041_aid0003,aid0003,2011-02-10 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2011049_aid0003,aid0003,2011-02-18 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2011057_aid0003,aid0003,2011-02-26 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2011065_aid0003,aid0003,2011-03-06 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011073_aid0003,aid0003,2011-03-14 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011081_aid0003,aid0003,2011-03-22 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011089_aid0003,aid0003,2011-03-30 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011097_aid0003,aid0003,2011-04-07 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011105_aid0003,aid0003,2011-04-15 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011113_aid0003,aid0003,2011-04-23 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011121_aid0003,aid0003,2011-05-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011129_aid0003,aid0003,2011-05-09 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011137_aid0003,aid0003,2011-05-17 00:00:00+00:00,,,,,,,,,,,1.0,,
ET_QC_500m_2011145_aid0003,aid0003,2011-05-25 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011153_aid0003,aid0003,2011-06-02 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011161_aid0003,aid0003,2011-06-10 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011169_aid0003,aid0003,2011-06-18 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2011177_aid0003,aid0003,2011-06-26 00:00:00+00:00,,,,,,,,,,,,1.0,
ET_QC_500m_2011185_aid0003,aid0003,2011-07-04 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011193_aid0003,aid0003,2011-07-12 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011201_aid0003,aid0003,2011-07-20 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011209_aid0003,aid0003,2011-07-28 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2011217_aid0003,aid0003,2011-08-05 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2011225_aid0003,aid0003,2011-08-13 00:00:00+00:00,,,,,,,,,,1.0,,,
ET_QC_500m_2011233_aid0003,aid0003,2011-08-21 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011241_aid0003,aid0003,2011-08-29 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011249_aid0003,aid0003,2011-09-06 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011257_aid0003,aid0003,2011-09-14 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011265_aid0003,aid0003,2011-09-22 00:00:00+00:00,,,,,1.0,,,,,,,,
ET_QC_500m_2011273_aid0003,aid0003,2011-09-30 00:00:00+00:00,,,,1.0,,,,,,,,,
ET_QC_500m_2011281_aid0003,aid0003,2011-10-08 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011289_aid0003,aid0003,2011-10-16 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011297_aid0003,aid0003,2011-10-24 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011305_aid0003,aid0003,2011-11-01 00:00:00+00:00,1.0,,,,,,,,,,,,
ET_QC_500m_2011313_aid0003,aid0003,2011-11-09 00:00:00+00:00,,,1.0,,,,,,,,,,
ET_QC_500m_2011321_aid0003,aid0003,2011-11-17 00:00:00+00:00,1.0,,,,,,,,,,,,
